Commodity,Classification,Grade,Sex,Market,Wholesale,Retail,Supply Volume,County,Date,Unit,Source,Year,Month,Year-Month,Week
Dry Maize,Mixed-Traditional,-,-,Makutano Kirinyaga,48,52,4500.0,Kirinyaga,2025-07-05,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Ngurubani Market,44.44,50,6500.0,Kirinyaga,2025-07-04,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Ndanai Market,55.56,75,45000.0,Bomet,2025-07-04,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Mumias,53.33,68.18,4500.0,Kakamega,2025-07-04,,,2025,July,2025-07,27
Dry Maize,Yellow Maize,-,-,Gikomba,77.78,100,,Nairobi,2025-07-04,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Gikomba,52.22,65,,Nairobi,2025-07-04,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Kitale Municipality Market,55,65,300.0,Trans-Nzoia,2025-07-04,,,2025,July,2025-07,27
Dry Maize,Mixed-Traditional,-,-,Kitale Municipality Market,50,60,400.0,Trans-Nzoia,2025-07-04,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Gakoromone,47.78,50,40000.0,Meru,2025-07-04,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Katito,50,65,8500.0,Kisumu,2025-07-03,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Kerugoya,55,70,4500.0,Kirinyaga,2025-07-03,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Maua,53.33,55,8100.0,Meru,2025-07-03,,,2025,July,2025-07,27
Dry Maize,Mixed-Traditional,-,-,Maua,53.33,60,1800.0,Meru,2025-07-03,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Kipkaren,70,100,8000.0,Kakamega,2025-07-03,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Kawangware,55,65,,Nairobi,2025-07-03,,,2025,July,2025-07,27
Dry Maize,Mixed-Traditional,-,-,Kawangware,-,80,,Nairobi,2025-07-03,,,2025,July,2025-07,27
Dry Maize,Yellow Maize,-,-,Gikomba,77.78,100,,Nairobi,2025-07-03,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Gikomba,52.22,65,,Nairobi,2025-07-03,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Kitale Municipality Market,55,65,400.0,Trans-Nzoia,2025-07-03,,,2025,July,2025-07,27
Dry Maize,Mixed-Traditional,-,-,Kitale Municipality Market,50,60,500.0,Trans-Nzoia,2025-07-03,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Makutano Kirinyaga,40,50,6000.0,Kirinyaga,2025-07-02,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Kangeta,50,60,500.0,Meru,2025-07-02,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Nyamakima,57.78,60,,Nairobi,2025-07-02,,,2025,July,2025-07,27
Dry Maize,Mixed-Traditional,-,-,Mulot,47.78,70,7800.0,Bomet,2025-07-02,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Makutano Embu,44,50,,Embu,2025-07-02,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Taveta Retail Market,35,50,5000.0,Taita-Taveta,2025-07-02,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Kawangware,55,65,,Nairobi,2025-07-02,,,2025,July,2025-07,27
Dry Maize,Mixed-Traditional,-,-,Kawangware,-,80,,Nairobi,2025-07-02,,,2025,July,2025-07,27
Dry Maize,Yellow Maize,-,-,Gikomba,77.78,100,,Nairobi,2025-07-02,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Gikomba,52.22,65,,Nairobi,2025-07-02,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Muhoroni,50,53.85,8000.0,Kisumu,2025-07-02,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Kitale Municipality Market,55,65,300.0,Trans-Nzoia,2025-07-02,,,2025,July,2025-07,27
Dry Maize,Mixed-Traditional,-,-,Kitale Municipality Market,50,60,400.0,Trans-Nzoia,2025-07-02,,,2025,July,2025-07,27
Dry Maize,Yellow Maize,-,-,Holo,-,75,,Kisumu,2025-07-01,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Holo,48.89,75,,Kisumu,2025-07-01,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Bondeni,47.78,54.44,300.0,Trans-Nzoia,2025-07-01,,,2025,July,2025-07,27
Dry Maize,Mixed-Traditional,-,-,Bondeni,46.67,51.11,500.0,Trans-Nzoia,2025-07-01,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Kapkwen,53.33,60,270000.0,Bomet,2025-07-01,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Ololulung'a Market,46.67,52,8000.0,Narok,2025-07-01,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Mogogosiek Market,62.5,75,10800.0,Bomet,2025-07-01,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Nyamakima,57.78,60,,Nairobi,2025-07-01,,,2025,July,2025-07,27
Dry Maize,Mixed-Traditional,-,-,Nkubu,50,60,810.0,Meru,2025-07-01,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Kawangware,55.17,65,,Nairobi,2025-07-01,,,2025,July,2025-07,27
Dry Maize,Mixed-Traditional,-,-,Kawangware,-,80,,Nairobi,2025-07-01,,,2025,July,2025-07,27
Dry Maize,Yellow Maize,-,-,Gikomba,77.78,100,,Nairobi,2025-07-01,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Gikomba,52.22,65,,Nairobi,2025-07-01,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Ngurubani Market,44.44,50,5600.0,Kirinyaga,2025-07-01,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Kitale Municipality Market,55,65,300.0,Trans-Nzoia,2025-07-01,,,2025,July,2025-07,27
Dry Maize,Mixed-Traditional,-,-,Kitale Municipality Market,50,60,400.0,Trans-Nzoia,2025-07-01,,,2025,July,2025-07,27
Dry Maize,Mixed-Traditional,-,-,Kitale Municipality Market,50,60,400.0,Trans-Nzoia,2025-07-01,,,2025,July,2025-07,27
Dry Maize,Mixed-Traditional,-,-,Kitale Municipality Market,50,60,400.0,Trans-Nzoia,2025-07-01,,,2025,July,2025-07,27
Dry Maize,White Maize,-,-,Butere Livestock Market,51.11,58.33,13500.0,Kakamega,2025-06-30,,,2025,June,2025-06,27
Dry Maize,White Maize,-,-,Kerugoya,48,70,4600.0,Kirinyaga,2025-06-30,,,2025,June,2025-06,27
Dry Maize,White Maize,-,-,Kitale Municipality Market,55,65,300.0,Trans-Nzoia,2025-06-30,,,2025,June,2025-06,27
Dry Maize,Mixed-Traditional,-,-,Kitale Municipality Market,50,60,500.0,Trans-Nzoia,2025-06-30,,,2025,June,2025-06,27
Dry Maize,White Maize,-,-,Bura market,42.22,70,4500.0,Tana-River,2025-06-30,,,2025,June,2025-06,27
Dry Maize,Yellow Maize,-,-,Gikomba,77.78,100,,Nairobi,2025-06-30,,,2025,June,2025-06,27
Dry Maize,White Maize,-,-,Gikomba,52.22,65,,Nairobi,2025-06-30,,,2025,June,2025-06,27
Dry Maize,White Maize,-,-,Kawangware,55,65,,Nairobi,2025-06-30,,,2025,June,2025-06,27
Dry Maize,Mixed-Traditional,-,-,Kawangware,-,80,,Nairobi,2025-06-30,,,2025,June,2025-06,27
Dry Maize,White Maize,-,-,Kutus,55,65,,Kirinyaga,2025-06-30,,,2025,June,2025-06,27
Dry Maize,White Maize,-,-,Kipkaren,70,100,8000.0,Kakamega,2025-06-29,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Mumias,57.78,68.18,3600.0,Kakamega,2025-06-29,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Muhoroni,53.85,57.69,10000.0,Kisumu,2025-06-29,,,2025,June,2025-06,26
Dry Maize,Yellow Maize,-,-,Kibuye,-,65,,Kisumu,2025-06-29,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Kibuye,62.22,70,,Kisumu,2025-06-29,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Makutano Kirinyaga,50,60,9500.0,Kirinyaga,2025-06-28,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Ngurubani Market,45.56,50,6500.0,Kirinyaga,2025-06-27,,,2025,June,2025-06,26
Dry Maize,Mixed-Traditional,-,-,Lungalunga,70,5000,7000.0,Kwale,2025-06-27,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Ndanai Market,54.44,75,54000.0,Bomet,2025-06-27,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Gakoromone,46.67,48.89,45000.0,Meru,2025-06-27,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Kawangware,55,65,,Nairobi,2025-06-27,,,2025,June,2025-06,26
Dry Maize,Mixed-Traditional,-,-,Kawangware,-,80,,Nairobi,2025-06-27,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Kerugoya,50,70,4500.0,Kirinyaga,2025-06-27,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Maua,63.33,70,8100.0,Meru,2025-06-27,,,2025,June,2025-06,26
Dry Maize,Yellow Maize,-,-,Gikomba,77.78,110,,Nairobi,2025-06-27,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Gikomba,55.56,70,,Nairobi,2025-06-27,,,2025,June,2025-06,26
Dry Maize,Mixed-Traditional,-,-,Chuka,51.11,60,3000.0,Tharaka-Nithi,2025-06-27,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Mumias,57.78,68.18,6480.0,Kakamega,2025-06-27,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Cheptulu,60,65,4500.0,Vihiga,2025-06-27,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Kitale Municipality Market,47.78,56.67,300.0,Trans-Nzoia,2025-06-27,,,2025,June,2025-06,26
Dry Maize,Mixed-Traditional,-,-,Kitale Municipality Market,44.44,52.22,400.0,Trans-Nzoia,2025-06-27,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Katito,50,65,7500.0,Kisumu,2025-06-26,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Kipkaren,70,100,8000.0,Kakamega,2025-06-26,,,2025,June,2025-06,26
Dry Maize,Mixed-Traditional,-,-,Cheptulu,60,65,6500.0,Vihiga,2025-06-26,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Nyamakima,61.11,70,,Nairobi,2025-06-26,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Kutus,55,65,,Kirinyaga,2025-06-26,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Kitale Municipality Market,55,65,400.0,Trans-Nzoia,2025-06-26,,,2025,June,2025-06,26
Dry Maize,Mixed-Traditional,-,-,Kitale Municipality Market,50,60,500.0,Trans-Nzoia,2025-06-26,,,2025,June,2025-06,26
Dry Maize,Mixed-Traditional,-,-,Makutano Embu,50,60,,Embu,2025-06-25,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Cheptulu,60,65,3600.0,Vihiga,2025-06-25,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Chepterit Market - Nandi,70,75,9000.0,Nandi,2025-06-25,,,2025,June,2025-06,26
Dry Maize,Mixed-Traditional,-,-,Chepterit Market - Nandi,70,75,9000.0,Nandi,2025-06-25,,,2025,June,2025-06,26
Dry Maize,Mixed-Traditional,-,-,Chepterit Market - Nandi,70,75,9000.0,Nandi,2025-06-25,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Taveta Retail Market,35,50,2.0,Taita-Taveta,2025-06-25,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Kangeta,50,60,650.0,Meru,2025-06-25,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Mulot,55.56,75,9000.0,Bomet,2025-06-25,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Kitale Municipality Market,55,65,300.0,Trans-Nzoia,2025-06-25,,,2025,June,2025-06,26
Dry Maize,Mixed-Traditional,-,-,Kitale Municipality Market,50,60,400.0,Trans-Nzoia,2025-06-25,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Makutano Kirinyaga,50,65,9000.0,Kirinyaga,2025-06-25,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Ololulung'a Market,52.22,60.87,1200.0,Narok,2025-06-25,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Ololulung'a Market,0.02,60.87,7000.0,Narok,2025-06-25,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Cheptulu,60,65,4500.0,Vihiga,2025-06-24,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Holo,48.89,75,,Kisumu,2025-06-24,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Musoli Market,50,54.17,10350.0,Kakamega,2025-06-24,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Mogogosiek Market,62.5,79.17,10800.0,Bomet,2025-06-24,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Kitale Municipality Market,55,65,300.0,Trans-Nzoia,2025-06-24,,,2025,June,2025-06,26
Dry Maize,Mixed-Traditional,-,-,Kitale Municipality Market,50,60,300.0,Trans-Nzoia,2025-06-24,,,2025,June,2025-06,26
Dry Maize,Mixed-Traditional,-,-,Chuka,50,60,29000.0,Tharaka-Nithi,2025-06-24,,,2025,June,2025-06,26
Dry Maize,Mixed-Traditional,-,-,Nkubu,50,60,630.0,Meru,2025-06-24,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Kawangware,55,65,,Nairobi,2025-06-24,,,2025,June,2025-06,26
Dry Maize,Mixed-Traditional,-,-,Kawangware,-,80,,Nairobi,2025-06-24,,,2025,June,2025-06,26
Dry Maize,Yellow Maize,-,-,Gikomba,77.78,110,,Nairobi,2025-06-24,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Gikomba,55.56,70,,Nairobi,2025-06-24,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Bondeni,55,65,300.0,Trans-Nzoia,2025-06-24,,,2025,June,2025-06,26
Dry Maize,Mixed-Traditional,-,-,Bondeni,50,60,500.0,Trans-Nzoia,2025-06-24,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Ngurubani Market,46.67,50,5800.0,Kirinyaga,2025-06-23,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Chebunyo,55.56,75,45000.0,Bomet,2025-06-23,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Mbale,50,60,18000.0,Vihiga,2025-06-23,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Kutus,55,65,,Kirinyaga,2025-06-23,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Cheptulu,60,65,3500.0,Vihiga,2025-06-23,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Butere Livestock Market,52.22,58.33,11700.0,Kakamega,2025-06-23,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Nyamakima,61.11,70,,Nairobi,2025-06-23,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Kawangware,55,65,,Nairobi,2025-06-23,,,2025,June,2025-06,26
Dry Maize,Mixed-Traditional ,-,-,Kawangware, - ,80,,Nairobi,2025-06-23,,,2025,June,2025-06,26
Dry Maize,Yellow Maize,-,-,Gikomba,77.78,110,,Nairobi,2025-06-23,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Gikomba,55.56,70,,Nairobi,2025-06-23,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Kitale Municipality Market,50,65,400.0,Trans-Nzoia,2025-06-23,,,2025,June,2025-06,26
Dry Maize,Mixed-Traditional ,-,-,Kitale Municipality Market,50,60,500.0,Trans-Nzoia,2025-06-23,,,2025,June,2025-06,26
Dry Maize,White Maize,-,-,Khayega,53.33,57.78,24000.0,Kakamega,2025-06-22,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Muhoroni,53.85,57.69,3500.0,Kisumu,2025-06-22,,,2025,June,2025-06,25
Dry Maize,Yellow Maize,-,-,Kibuye, - ,65,,Kisumu,2025-06-22,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Kibuye,62.22,70,18900.0,Kisumu,2025-06-22,,,2025,June,2025-06,25
Dry Maize,Mixed-Traditional ,-,-,Makutano Embu,40,60,,Embu,2025-06-21,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Bura market,42.22,70,6300.0,Tana-River,2025-06-21,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Mulot,53.33,75,13200.0,Bomet,2025-06-21,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Makutano Kirinyaga,50,60,9000.0,Kirinyaga,2025-06-21,,,2025,June,2025-06,25
Dry Maize,Mixed-Traditional ,-,-,Lungalunga,3500,5000,70000.0,Kwale,2025-06-20,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Ndanai Market,61.11,75,36000.0,Bomet,2025-06-20,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Ngurubani Market,47.22,50,6700.0,Kirinyaga,2025-06-20,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Mumias,57.78,68.18,6300.0,Kakamega,2025-06-20,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Kisasi,55,60,,Kitui,2025-06-20,,,2025,June,2025-06,25
Dry Maize,Mixed-Traditional ,-,-,Kirwara Market, - ,60,,Muranga,2025-06-20,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Kawangware,55,65,,Nairobi,2025-06-20,,,2025,June,2025-06,25
Dry Maize,Mixed-Traditional ,-,-,Kawangware, - ,80,,Nairobi,2025-06-20,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Nyamakima,61.11,70,,Nairobi,2025-06-20,,,2025,June,2025-06,25
Dry Maize,Mixed-Traditional ,-,-,Chuka,50,60,2900.0,Tharaka-Nithi,2025-06-20,,,2025,June,2025-06,25
Dry Maize,Yellow Maize,-,-,Gikomba,77.78,110,,Nairobi,2025-06-20,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Gikomba,55.56,70,,Nairobi,2025-06-20,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Kitale Municipality Market,46.67,53.33,300.0,Trans-Nzoia,2025-06-20,,,2025,June,2025-06,25
Dry Maize,Mixed-Traditional ,-,-,Kitale Municipality Market,44.44,50,400.0,Trans-Nzoia,2025-06-20,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Gakoromone,47.78,50,56000.0,Meru,2025-06-20,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Mbale,53.33,65,18000.0,Vihiga,2025-06-19,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Kutus,55,65,,Kirinyaga,2025-06-19,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Kerugoya,50,65,4500.0,Kirinyaga,2025-06-19,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Cheptulu,60,65,3500.0,Vihiga,2025-06-19,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Kisasi,55,60,,Kitui,2025-06-19,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Katito,61.11,75,7500.0,Kisumu,2025-06-19,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Kitale Municipality Market,50,65,500.0,Trans-Nzoia,2025-06-19,,,2025,June,2025-06,25
Dry Maize,Mixed-Traditional ,-,-,Kitale Municipality Market,50,60,500.0,Trans-Nzoia,2025-06-19,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Maua,50,60,10800.0,Meru,2025-06-19,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Kalundu,53.33,55,,Kitui,2025-06-19,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Mbale,53.33,75,14000.0,Vihiga,2025-06-18,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Cheptulu,60,65,2600.0,Vihiga,2025-06-18,,,2025,June,2025-06,25
Dry Maize,Mixed-Traditional ,-,-,Sabatia,52.22,58.33,13500.0,Kakamega,2025-06-18,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Nyangusu,53.33,52,900.0,Kisii,2025-06-18,,,2025,June,2025-06,25
Dry Maize,Yellow Maize,-,-,Gikomba,77.78,110,,Nairobi,2025-06-18,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Gikomba,55.56,75,,Nairobi,2025-06-18,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Chepterit Market - Nandi,65,70,9000.0,Nandi,2025-06-18,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Chepterit Market - Nandi,65,70,9000.0,Nandi,2025-06-18,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Kawangware,55,65,,Nairobi,2025-06-18,,,2025,June,2025-06,25
Dry Maize,Mixed-Traditional ,-,-,Kawangware, - ,80,,Nairobi,2025-06-18,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Bura market,40,70,5600.0,Tana-River,2025-06-18,,,2025,June,2025-06,25
Dry Maize,Mixed-Traditional ,-,-,Kabiyet Market,55,75,6500.0,Nandi,2025-06-18,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Kitale Municipality Market,55,65,300.0,Trans-Nzoia,2025-06-18,,,2025,June,2025-06,25
Dry Maize,Mixed-Traditional ,-,-,Kitale Municipality Market,50,60,400.0,Trans-Nzoia,2025-06-18,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Makutano Kirinyaga,50,60,9000.0,Kirinyaga,2025-06-18,,,2025,June,2025-06,25
Dry Maize,Mixed-Traditional ,-,-,Ngurubani Market,46.67,50,5800.0,Kirinyaga,2025-06-17,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Kerugoya,50,65,4500.0,Kirinyaga,2025-06-17,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Kerugoya,50,65,4500.0,Kirinyaga,2025-06-17,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Kerugoya,50,65,4500.0,Kirinyaga,2025-06-17,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Kerugoya,50,65,4500.0,Kirinyaga,2025-06-17,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Mogogosiek Market,62.5,75,10800.0,Bomet,2025-06-17,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Musoli Market,50,54.17,13500.0,Kakamega,2025-06-17,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Kathonzweni,55,60,2500.0,Makueni,2025-06-17,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Kawangware,55,65,,Nairobi,2025-06-17,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Ahero,70,75,50000.0,Kisumu,2025-06-17,,,2025,June,2025-06,25
Dry Maize,Mixed-Traditional ,-,-,Ahero,70,75,12000.0,Kisumu,2025-06-17,,,2025,June,2025-06,25
Dry Maize,Mixed-Traditional ,-,-,Chuka,50,60,29000.0,Tharaka-Nithi,2025-06-17,,,2025,June,2025-06,25
Dry Maize,Mixed-Traditional ,-,-,Nkubu,50,60,810.0,Meru,2025-06-17,,,2025,June,2025-06,25
Dry Maize,Yellow Maize,-,-,Gikomba,77.78,110,,Nairobi,2025-06-17,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Gikomba,55.56,75,,Nairobi,2025-06-17,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Cheptulu,60,65,3200.0,Vihiga,2025-06-16,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Mbale,50,65,20000.0,Vihiga,2025-06-16,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Butere Livestock Market,52.22,58.33,18000.0,Kakamega,2025-06-16,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Kangeta,50,60,700.0,Meru,2025-06-16,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Bura market,42.22,70,4500.0,Tana-River,2025-06-16,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Kawangware,55,65,,Nairobi,2025-06-16,,,2025,June,2025-06,25
Dry Maize,Mixed-Traditional ,-,-,Kawangware, - ,80,,Nairobi,2025-06-16,,,2025,June,2025-06,25
Dry Maize,Yellow Maize,-,-,Gikomba,77.78,110,,Nairobi,2025-06-16,,,2025,June,2025-06,25
Dry Maize,White Maize,-,-,Gikomba,55.56,70,,Nairobi,2025-06-16,,,2025,June,2025-06,25
Dry Maize,Yellow Maize,-,-,Kibuye, - ,70,,Kisumu,2025-06-15,,,2025,June,2025-06,24
Dry Maize,White Maize,-,-,Kibuye,62.22,70,18990.0,Kisumu,2025-06-15,,,2025,June,2025-06,24
Dry Maize,White Maize,-,-,Muhoroni,53.85,57.69,5000.0,Kisumu,2025-06-15,,,2025,June,2025-06,24
Dry Maize,White Maize,-,-,Makutano Kirinyaga,50,65,6000.0,Kirinyaga,2025-06-14,,,2025,June,2025-06,24
Dry Maize,White Maize,-,-,Ngurubani Market,47.22,50,6500.0,Kirinyaga,2025-06-13,,,2025,June,2025-06,24
Dry Maize,Mixed-Traditional ,-,-,Cheptulu,60,65,3200.0,Vihiga,2025-06-13,,,2025,June,2025-06,24
Dry Maize,Mixed-Traditional ,-,-,Port Victoria,75,85,100000.0,Busia,2025-06-13,,,2025,June,2025-06,24
Dry Maize,White Maize,-,-,Kagio,42.22,65,,Kirinyaga,2025-06-13,,,2025,June,2025-06,24
Dry Maize,Mixed-Traditional ,-,-,Gakoromone,50,50,50000.0,Meru,2025-06-13,,,2025,June,2025-06,24
Dry Maize,Mixed-Traditional ,-,-,Chuka,50,60,29000.0,Tharaka-Nithi,2025-06-13,,,2025,June,2025-06,24
Dry Maize,White Maize,-,-,Kawangware,55,65,,Nairobi,2025-06-13,,,2025,June,2025-06,24
Dry Maize,Mixed-Traditional ,-,-,Kawangware, - ,80,,Nairobi,2025-06-13,,,2025,June,2025-06,24
Dry Maize,White Maize,-,-,Mumias,53.33,68.18,5400.0,Kakamega,2025-06-13,,,2025,June,2025-06,24
Dry Maize,Mixed-Traditional ,-,-,Mumias, - ,81.82,,Kakamega,2025-06-13,,,2025,June,2025-06,24
Dry Maize,White Maize,-,-,Kitale Municipality Market,50,65,300.0,Trans-Nzoia,2025-06-13,,,2025,June,2025-06,24
Dry Maize,Mixed-Traditional ,-,-,Kitale Municipality Market,50,60,300.0,Trans-Nzoia,2025-06-13,,,2025,June,2025-06,24
Dry Maize,White Maize,-,-,Kerugoya,55,70,4500.0,Kirinyaga,2025-06-12,,,2025,June,2025-06,24
Dry Maize,White Maize,-,-,Kutus,53,60,,Kirinyaga,2025-06-12,,,2025,June,2025-06,24
Dry Maize,White Maize,-,-,Kawangware,55,65,,Nairobi,2025-06-12,,,2025,June,2025-06,24
Dry Maize,Yellow Maize,-,-,Gikomba,77.78,110,,Nairobi,2025-06-12,,,2025,June,2025-06,24
Dry Maize,White Maize,-,-,Gikomba,55.56,75,,Nairobi,2025-06-12,,,2025,June,2025-06,24
Dry Maize,White Maize,-,-,Kitale Municipality Market,46.67,53.33,400.0,Trans-Nzoia,2025-06-12,,,2025,June,2025-06,24
Dry Maize,Mixed-Traditional ,-,-,Kitale Municipality Market,44.44,51.11,500.0,Trans-Nzoia,2025-06-12,,,2025,June,2025-06,24
Dry Maize,Mixed-Traditional ,-,-,Makutano Embu,45,60,,Embu,2025-06-11,,,2025,June,2025-06,24
Dry Maize,White Maize,-,-,Mulot,56.67,80,8700.0,Bomet,2025-06-11,,,2025,June,2025-06,24
Dry Maize,White Maize,-,-,Sabatia,52.22,58.33,18900.0,Kakamega,2025-06-11,,,2025,June,2025-06,24
