_id,title,startdate,enddate,starttime,endtime,library,location,description,pagelink,id,rcid,eventtype1,eventtype2,eventtype3,agegroup1,agegroup2,agegroup3,supportlink,supportlinktext,imagepath,imagetext,imageheight,imagewidth,otherinfo,lastupdated
1100,NatureTO: Trees Around The Branch Tour,2024-09-14,,11:00 AM,12:00 PM,Jones,None,"The Jones Library branch and its neighbourhood is home to a variety of trees. Join City of Toronto Urban Forestry staff to explore the natural world on a local neighbourhood walk. Learn how to recognize different species and fun facts about their cultural and ecological importance.<br /><br />Children under 12 must be accompanied by a parent/caregiver.<br /><br />Please note, the tour will start and end at the Jones Branch. The City of Toronto Urban Forestry staff outside and around the neighbourhood where there may be uneven, unpaved surfaces will guide attendees. Please dress and prepare accordingly for this outdoor program (e.g. hats, sunscreen, water, comfortable shoes). This program takes place rain or shine. In the event of severe inclement weather, please register with the branch to be notified of an alternative date.<br /><br />Registration is required Â please contact the branch.<br /><br />If you identify as a person with a disability and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT502891&R=EVT502891,502891,0,01-Our Fragile Planet,00-Science & Technology,None,All Ages,None,None,None,None,None,None,None,None,None,2024-04-27T15:20:51Z
1101,Family Movies,2024-09-14,,11:00 AM,1:00 PM,Cliffcrest,None,"Join us for a family friendly movie every other Saturday.  Drop in.  All ages are welcome.  For more information, please contact:  Cliffcrest Library 416-396-8916<br /><br />If your child lives with a disability, and requires an accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32688&R=EVT32688,517245,32688,00-Culture Arts & Entertainment,None,None,All Children,None,None,None,None,None,None,None,None,None,2024-08-21T14:59:23Z
1102,Family Story Time,2024-09-14,,11:00 AM,11:30 AM,Dufferin/St. Clair,None,"Join us for Family Story Time. Enjoy songs, stories, rhymes and bounces for children ages 0-5. <br />Drop-in. No registration required. Space is limited.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32443&R=EVT32443,513235,32443,00-Reading Programs & Storytimes,None,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-07-17T13:19:03Z
1103,English Conversation Circle,2024-09-14,,11:00 AM,12:00 PM,Richview,Program Room - 2nd Floor,"Practice speaking English with other English learners in a casual and welcoming environment. Please note that this is not a formal English Class. <br /><br />Registration is encouraged. Please talk to staff at Richview branch or call 416-394-5120.<br /><br />If you identify as a person with a disability and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32434&R=EVT32434,512984,32434,00-ESL & Newcomer Programs,None,None,Adult,Older Adult,None,None,None,None,None,None,None,None,2024-07-12T17:43:22Z
1104,Saturday Family Club,2024-09-14,,11:30 AM,12:30 PM,Port Union,Multipurpose Room,"Come celebrate your Saturday morning at Port Union Library!  You can color your favorite characters or create freestyle Legos with family and friends!  This is a drop in program but limited to a room capacity of 20 participants.  Arrive early to secure your spot.  No registration required. <br /><br />If you identify as a person with a disability or a person who is Deaf, and require this information in an accessible format, or an accessibility accommodation to participate in this program, please contact Accessibility Services by email accessibleservices@tpl.ca, or voicemail at 416-393-7099 or use the online form at tpl.ca/accessibility to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31791&R=EVT31791,512771,31791,00-Hobbies Crafts & Games,None,None,All Ages,None,None,None,None,None,None,None,None,None,2024-07-10T16:03:06Z
1105,Excel Basics 1: Create a Simple Spreadsheet,2024-09-14,,1:00 PM,2:30 PM,Barbara Frum,None,"An introductory class on Microsoft Excel 2019 for absolute beginners with little or no Excel experience.<br /><br />In this first session you will:<br /><br />- Learn the basic function and design of Excel files<br />- Practice basic data entry for text, numbers, and basic functions: Sum, AutoSum and Average<br />- Create and save your first workbook and worksheets<br /><br />Upon completion of this class students will be able to use Excel at a basic level.<br /><br />Registration is required! Please visit any branch or call 416-395-5440.<br /><br />If you identify as a person with a disability or as a person who is Deaf, and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT515160&R=EVT515160,515160,0,00-Computer & Library Training,None,None,Adult,Older Adult,None,None,None,https://www.torontopubliclibrary.ca/images/bibs/LC/no-image-class.svg,None,250,197,None,2024-08-13T17:37:49Z
1106,Tech Petting Zoo,2024-09-14,,1:00 PM,2:00 PM,Humberwood,None,"Join us for a tech-themed open house!<br /><br />Come and tinker with modern pieces of technology that Toronto Public Library has to offer including 3D printers, Dash and Dot robots, Snap Circuits electronics, and more.<br /><br />*This is a drop-in program open to all ages.*<br /><br />For more information about this program please contact dihonline@tpl.ca.   <br /><br />Toronto Public Library is committed to accessibility. Please call or email us if you are Deaf or have a disability and would like to request accommodation to participate in this program. Please let us know as far in advance as possible and we will do our best to meet your request. At least three weeks' notice is preferred. Phone 416-393-7099 or email accessibleservices@tpl.ca.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT514161&R=EVT514161,514161,0,00-Computer & Library Training,01-Pop-Up Learning Labs,None,All Ages,None,None,None,None,None,None,None,None,None,2024-07-26T11:25:54Z
1107,LEGOÂ® Free Play,2024-09-14,,1:00 PM,4:00 PM,St. Lawrence,None,"Do you love to build and create? Check out St. LawrenceÂs LEGOÂ® program! Have fun, meet friends, and build something awesome.<br /><br />For children ages 4 and up. Building toys for younger children also available.<br />If your child lives with a disability, and requires an accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.<br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32109&R=EVT32109,517364,32109,00-Hobbies Crafts & Games,None,None,All Children,None,None,None,None,None,None,None,None,None,2024-08-21T16:44:20Z
1108,Chess Club,2024-09-14,,2:00 PM,4:30 PM,Runnymede,Program Room,"Drop-in for a friendly game of chess. Sets are provided. No registration is required.<br /><br />If you identify as a person with a disability or as a person who is Deaf, and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31632&R=EVT31632,502277,31632,00-Hobbies Crafts & Games,None,None,Adult,Older Adult,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/254841CD7C704D4585389979A2776F4D/img/31B34B96AFBA4B6DB458E2021DB2C004/Chess_Events_image_600x740_31B34B96AFBA4B6DB458E2021DB2C004.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/254841CD7C704D4585389979A2776F4D/img/A99B14393E4E42599473C70B8CADB5C5/Chess_Events_image_600x740_A99B14393E4E42599473C70B8CADB5C5.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/254841CD7C704D4585389979A2776F4D/img/B4C73D368F654348B10C26B800BE7F63/Chess_Events_image_600x740_B4C73D368F654348B10C26B800BE7F63.jpg""}",2024-06-07T14:54:10Z
1109,NatureTO: Trees Around the Branch Tour,2024-09-14,,2:00 PM,3:30 PM,Parliament Street,Story Room,"The Parliament Street branch and its neighbourhood is home to a variety of trees. Join City of Toronto Urban Forestry staff to explore the natural world on a local neighbourhood walk. Learn how to recognize different species and fun facts about their cultural and ecological importance. <br /><br />Children under 12 must be accompanied by a parent/caregiver.<br /><br />Please note that the tour will start and end at the Parliament Street branch and will be guided by the City of Toronto Urban Forestry staff. There may be uneven, unpaved surfaces along the route outside and around the neighbourhood. Please dress and prepare accordingly for this outdoor program (e.g. gloves/mittens, hats, sunscreen, water, comfortable shoes). This program takes place rain or shine. In the event of severe inclement weather, please register with the branch to be notified of an alternative date.<br /><br />Registration is required. Please contact the branch in person or by phone at 416-393-7663.<br /><br />Toronto Public Library is committed to accessibility. Please call or email us if you are Deaf or have a disability and would like to request an accommodation to participate in this program. Please let us know as far in advance as possible and we will do our best to meet your request. At least three weeks' notice is preferred. Phone (416) 393-7099 or email accessibleservices@tpl.ca",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT512262&R=EVT512262,512262,0,00-Science & Technology,01-Our Fragile Planet,None,Adult,None,None,None,None,None,None,None,None,None,2024-08-07T10:47:46Z
1110,Why It Is Healthy To Talk About Death,2024-09-14,,2:00 PM,3:00 PM,Northern District,Room 200,"Led by death doula, Dave Clark, this is a relaxed and welcoming lecture and discussion workshop to help enhance death literacy and reduce peopleÂs fear of death by examining how death has been a natural part of living since the beginning of time. The presentation will be supported by reviewing the extensive range of services currently available to help people experience a good death.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT510997&R=EVT510997,510997,0,00-Health & Wellness,None,None,Adult,Older Adult,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/A8FA34A2197A4A52891A50878334752C/img/1AF927C49E0C45FE92286B3C6A494805/headshot_1AF927C49E0C45FE92286B3C6A494805.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/A8FA34A2197A4A52891A50878334752C/img/501798D686574174AA9CD2826C1B6CD8/headshot_501798D686574174AA9CD2826C1B6CD8.jpg""}",2024-06-26T12:59:38Z
1111,Fall Wreath Making,2024-09-14,,2:00 PM,3:00 PM,Agincourt,Program Room,"Embrace the beauty of autumn and let your creativity shine at our Fall Wreath Making program! Join us for crafting and camaraderie as we transform seasonal accents into stunning wreaths perfect for your home. Don't miss this opportunity to create a unique and festive decoration while enjoying the warmth of community and the charm of fall.<br /><br />You can register in person on the second floor Reference Desk or by calling the Agincourt Library at 416-396-8992.<br /><br />If you identify as a person with a disability or as a person who is Deaf, and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT515363&R=EVT515363,515363,0,00-Hobbies Crafts & Games,None,None,Adult,Older Adult,None,None,None,None,None,None,None,None,2024-08-12T12:06:31Z
1112,**FULL** PowerPoint Basics 2: Add Visual Style to your Presentation,2024-09-14,,2:00 PM,3:30 PM,North York Central Library,Learning Centre,"Create a more sophisticated PowerPoint 2019 presentation with more advanced features.  <br /><br />In this session you will:<br />- Insert and format tables, simple charts, and SmartArt graphics<br />- Insert a screenshot or video<br />- Add Speaker notes and Print presentations <br /><br />Upon completion of this class, students will be able to enhance their PowerPoint presentations with audiovisual elements and speaker notes.<br /><br />Prerequisites: PowerPoint Basics Part 1 or equivalent experience. Basic keyboarding and mouse skills required.<br /><br /><b>Registration is required. Registration is now full. Please contact the Browsery Department at 416-395-5672, or visit the 1st floor reference desk, to be added to the waitlist.</b>",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT515375&R=EVT515375,515375,0,00-Computer & Library Training,None,None,Adult,None,None,None,None,None,None,None,None,None,2024-08-19T18:55:05Z
1113,Paint a Ghost 3D Printing Part 2,2024-09-14,,2:00 PM,4:00 PM,Albert Campbell,Digital Innovation Hub - 2ndÂ Floor,"In this hands-on workshop, staff members will guide participant to painting a 3D Printed Ghost,  and demonstrate the various 3D printing post processes.<br /><br />Topics include :*Support and brim removal, sanding and clean up, suggestion on paints, adhesives, and treatments, preparation, basic techniques, best practices, and finishes for painting 3D printed objects.<br /><br />Registration is required on eventbrite. All materials will be provided.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT516146&R=EVT516146,516146,0,01-Digital Innovation,00-Computer & Library Training,None,Adult,None,None,https://acd-dih.eventbrite.com/,Register Here:,None,None,None,None,None,2024-08-15T20:02:49Z
