population,site,original_planting_date,early_planting_date,late_planting_date,required_gdus,scenario_1_harvest_quantity,scenario_2_harvest_quanitity
p_1632,0,7/24/2020,7/10/2020,8/28/2020,738,262,210
p_1633,0,7/24/2020,7/24/2020,8/21/2020,806,177,422
p_1634,0,7/24/2020,7/10/2020,8/21/2020,738,237,350
p_1635,0,7/24/2020,7/24/2020,8/28/2020,806,246,323
p_1636,0,7/28/2020,7/28/2020,8/18/2020,906,177,506
p_1637,0,7/28/2020,7/14/2020,8/25/2020,906,210,444
p_1638,0,7/28/2020,7/21/2020,9/15/2020,906,240,387
p_1639,0,7/24/2020,7/17/2020,9/4/2020,806,253,364
p_1640,0,7/24/2020,7/17/2020,9/4/2020,738,273,349
p_1641,0,7/16/2020,7/16/2020,8/13/2020,854,358,210
p_1642,0,7/16/2020,7/16/2020,9/3/2020,926,262,178
p_1643,0,7/16/2020,7/9/2020,8/20/2020,926,291,523
p_1644,0,7/16/2020,7/16/2020,8/27/2020,926,295,367
p_1645,0,7/16/2020,7/16/2020,9/3/2020,854,169,597
p_1646,0,7/16/2020,7/9/2020,9/3/2020,854,187,362
p_1647,0,7/16/2020,7/2/2020,8/6/2020,926,297,246
p_1648,0,7/16/2020,7/16/2020,8/13/2020,854,90,296
p_1649,0,7/16/2020,7/16/2020,9/3/2020,926,287,199
p_1650,0,7/16/2020,7/16/2020,8/20/2020,926,399,480
p_1651,0,7/16/2020,7/16/2020,8/27/2020,854,151,398
p_1652,0,7/16/2020,7/2/2020,8/6/2020,926,292,541
p_1653,0,7/16/2020,7/9/2020,8/20/2020,926,298,472
p_1654,0,7/16/2020,7/16/2020,8/27/2020,926,312,394
p_1655,0,7/16/2020,7/9/2020,8/13/2020,926,178,202
p_1656,0,7/16/2020,7/16/2020,8/20/2020,926,343,170
p_1657,0,7/16/2020,7/2/2020,8/27/2020,854,249,248
p_1658,0,7/16/2020,7/9/2020,8/6/2020,926,151,383
p_1659,0,7/16/2020,7/2/2020,8/27/2020,926,261,307
p_1660,0,7/16/2020,7/16/2020,9/3/2020,926,282,266
p_1661,0,7/16/2020,7/2/2020,8/6/2020,926,392,538
p_1662,0,7/16/2020,7/2/2020,8/20/2020,926,223,323
p_1663,0,8/1/2020,8/1/2020,8/29/2020,759,238,261
p_1664,0,8/8/2020,8/8/2020,8/29/2020,784,414,356
p_1665,0,8/1/2020,7/25/2020,8/22/2020,830,202,207
p_1666,0,8/1/2020,8/1/2020,8/22/2020,830,110,311
p_1667,0,8/1/2020,7/25/2020,9/12/2020,759,232,383
p_1668,0,8/1/2020,7/18/2020,9/19/2020,759,203,470
p_1669,0,8/1/2020,7/18/2020,8/29/2020,759,94,676
p_1670,0,8/1/2020,7/25/2020,8/29/2020,830,231,679
p_1671,0,8/8/2020,8/8/2020,9/26/2020,784,263,328
p_1672,0,8/8/2020,8/8/2020,9/19/2020,784,231,582
p_1673,0,8/8/2020,7/25/2020,9/19/2020,784,240,370
p_1674,0,8/8/2020,8/1/2020,9/26/2020,860,196,249
p_1675,0,8/8/2020,7/25/2020,9/26/2020,860,366,389
p_1676,0,8/8/2020,7/25/2020,9/12/2020,860,123,320
p_1677,0,8/1/2020,8/1/2020,9/12/2020,830,337,204
p_1678,0,8/8/2020,8/1/2020,8/29/2020,784,220,358
p_1679,0,8/8/2020,7/25/2020,9/5/2020,860,105,252
p_1680,0,8/8/2020,8/8/2020,9/19/2020,860,212,277
p_1681,0,8/8/2020,7/25/2020,9/26/2020,784,89,282
p_1682,0,8/8/2020,7/25/2020,8/29/2020,860,253,63
p_1683,0,8/1/2020,8/1/2020,9/5/2020,830,355,266
p_1684,0,8/1/2020,8/1/2020,9/5/2020,906,254,634
p_1685,0,8/1/2020,7/25/2020,8/22/2020,906,180,226
p_1686,0,8/1/2020,7/18/2020,8/22/2020,906,315,494
p_1687,1,8/4/2020,7/28/2020,9/22/2020,1071,136,452
p_1688,1,8/4/2020,8/4/2020,9/22/2020,1155,396,333
p_1689,1,8/4/2020,8/4/2020,9/1/2020,1155,266,634
p_1690,1,8/4/2020,7/21/2020,9/1/2020,1071,274,367
p_1691,1,8/4/2020,7/28/2020,9/8/2020,1155,420,354
p_1692,1,8/4/2020,7/28/2020,8/25/2020,1071,297,420
p_1693,1,8/4/2020,7/21/2020,9/8/2020,986,155,402
p_1694,1,8/4/2020,7/21/2020,9/22/2020,986,310,358
p_1695,1,8/4/2020,7/28/2020,9/15/2020,986,172,459
p_1696,1,8/4/2020,8/4/2020,9/22/2020,1071,147,351
p_1697,1,8/4/2020,8/4/2020,9/15/2020,1071,387,464
p_1698,1,8/4/2020,7/21/2020,8/25/2020,1155,243,577
p_1699,1,8/4/2020,7/28/2020,8/25/2020,1071,336,300
p_1700,1,8/4/2020,7/28/2020,8/25/2020,1071,466,463
p_1701,1,8/4/2020,7/28/2020,9/1/2020,1071,106,256
p_1702,1,8/4/2020,8/4/2020,9/1/2020,1071,246,429
p_1703,1,8/4/2020,8/4/2020,9/15/2020,1071,199,195
p_1704,1,8/4/2020,7/28/2020,9/8/2020,986,199,452
p_1705,1,8/4/2020,7/28/2020,9/8/2020,1071,141,442
p_1706,1,8/4/2020,7/21/2020,9/15/2020,1071,226,490
p_1707,1,8/4/2020,7/21/2020,9/1/2020,1236,502,313
p_1708,1,8/4/2020,7/28/2020,9/22/2020,1155,189,490
p_1709,1,8/4/2020,7/28/2020,9/15/2020,1155,194,634
p_1710,1,8/4/2020,8/4/2020,9/8/2020,1155,320,179
p_1711,1,8/4/2020,7/28/2020,9/15/2020,1155,152,309
p_1712,1,8/4/2020,7/21/2020,9/15/2020,1071,249,463
p_1713,1,8/4/2020,8/4/2020,8/25/2020,1155,403,510
p_1714,1,8/4/2020,7/21/2020,9/1/2020,1155,249,596
p_1715,1,8/4/2020,7/21/2020,8/25/2020,1155,361,186
p_1716,1,8/4/2020,8/4/2020,9/1/2020,1155,258,404
p_1717,1,8/4/2020,7/21/2020,9/15/2020,1155,340,452
p_1718,1,8/4/2020,7/28/2020,9/1/2020,1155,281,449
p_1719,1,8/4/2020,7/21/2020,9/8/2020,1155,284,334
p_1720,1,8/4/2020,8/4/2020,8/25/2020,1071,309,227
p_1721,1,8/11/2020,8/11/2020,9/22/2020,1062,308,153
p_1722,1,8/11/2020,8/11/2020,9/15/2020,1062,298,401
p_1723,1,8/11/2020,7/28/2020,9/8/2020,1062,144,255
p_1724,1,8/11/2020,8/4/2020,9/8/2020,1062,238,332
p_1725,1,8/11/2020,8/11/2020,9/15/2020,1062,346,357
p_1726,1,8/11/2020,8/4/2020,9/8/2020,1143,77,67
p_1727,1,8/11/2020,8/11/2020,9/1/2020,1143,311,258
p_1728,1,8/11/2020,8/4/2020,9/29/2020,1143,187,407
p_1729,1,8/11/2020,8/4/2020,9/8/2020,1143,244,385
p_1730,1,8/11/2020,8/4/2020,9/22/2020,1143,309,371
p_1731,1,8/11/2020,8/11/2020,9/8/2020,1143,317,235
p_1732,1,8/11/2020,7/28/2020,9/22/2020,1062,446,335
p_1733,1,8/11/2020,7/28/2020,9/8/2020,978,430,407
p_1734,1,8/11/2020,7/28/2020,9/8/2020,978,242,280
p_1735,1,8/11/2020,8/4/2020,9/22/2020,978,174,507
p_1736,1,8/11/2020,8/11/2020,9/1/2020,978,304,194
p_1737,1,8/11/2020,8/4/2020,9/29/2020,1062,94,249
p_1738,1,8/11/2020,8/11/2020,9/29/2020,1062,150,380
p_1739,1,8/11/2020,8/4/2020,9/1/2020,1062,322,393
p_1740,1,8/11/2020,8/11/2020,9/8/2020,978,161,408
p_1741,1,8/11/2020,8/11/2020,9/29/2020,978,235,470
p_1742,1,8/11/2020,8/11/2020,9/1/2020,893,386,343
p_1743,1,8/11/2020,8/4/2020,9/1/2020,1062,287,343
p_1744,1,8/11/2020,7/28/2020,9/29/2020,978,222,329
p_1745,1,8/11/2020,8/4/2020,9/22/2020,1062,206,213
p_1746,1,8/11/2020,8/4/2020,9/15/2020,1062,141,623
p_1747,1,8/11/2020,8/11/2020,9/22/2020,1062,321,177
p_1748,1,8/11/2020,8/11/2020,9/8/2020,1062,323,305
p_1749,1,8/11/2020,7/28/2020,9/22/2020,1062,123,324
p_1750,1,8/11/2020,7/28/2020,9/15/2020,1062,446,392
p_1751,1,8/11/2020,8/11/2020,9/15/2020,1143,230,270
p_1752,1,8/11/2020,7/28/2020,9/1/2020,1062,132,169
p_1753,1,8/11/2020,7/28/2020,9/8/2020,1062,227,395
p_1754,1,8/11/2020,8/11/2020,9/1/2020,1062,210,218
p_1755,1,8/11/2020,8/4/2020,9/22/2020,1143,66,412
p_1756,1,8/11/2020,7/28/2020,9/22/2020,1062,306,192
p_1757,1,8/11/2020,8/11/2020,9/29/2020,1062,286,506
p_1758,0,8/18/2020,8/4/2020,9/8/2020,1008,360,462
p_1759,0,8/18/2020,8/4/2020,9/8/2020,842,268,490
p_1760,0,8/18/2020,8/18/2020,9/8/2020,1008,188,536
p_1761,0,8/18/2020,8/4/2020,9/8/2020,842,222,580
p_1762,0,8/18/2020,8/4/2020,9/22/2020,923,172,200
p_1763,0,8/18/2020,8/4/2020,10/6/2020,842,125,372
p_1764,0,8/18/2020,8/11/2020,9/15/2020,842,320,310
p_1765,0,8/18/2020,8/11/2020,9/15/2020,842,196,598
p_1766,0,8/18/2020,8/4/2020,9/15/2020,842,384,512
p_1767,0,8/18/2020,8/18/2020,9/22/2020,1008,365,527
p_1768,0,8/18/2020,8/4/2020,10/6/2020,842,353,170
p_1769,0,8/18/2020,8/4/2020,10/6/2020,1008,329,327
p_1770,0,8/18/2020,8/11/2020,9/22/2020,842,356,545
p_1771,0,8/18/2020,8/11/2020,9/8/2020,842,217,443
p_1772,0,8/18/2020,8/11/2020,9/29/2020,1008,269,465
p_1773,0,8/18/2020,8/4/2020,9/8/2020,842,196,410
p_1774,0,8/18/2020,8/4/2020,9/15/2020,923,357,192
p_1775,0,8/18/2020,8/18/2020,9/8/2020,842,338,299
p_1776,0,8/18/2020,8/4/2020,9/22/2020,1008,314,489
p_1777,0,8/18/2020,8/4/2020,9/15/2020,842,300,411
p_1778,0,8/18/2020,8/11/2020,9/29/2020,1008,191,298
p_1779,0,8/18/2020,8/11/2020,9/15/2020,842,373,218
p_1780,0,8/18/2020,8/11/2020,9/8/2020,923,310,329
p_1781,0,8/18/2020,8/11/2020,10/6/2020,923,172,273
p_1782,0,8/25/2020,8/18/2020,10/13/2020,794,319,511
p_1783,0,8/18/2020,8/18/2020,10/6/2020,842,287,328
p_1784,0,8/18/2020,8/18/2020,9/15/2020,842,189,403
p_1785,0,8/25/2020,8/25/2020,10/13/2020,794,302,302
p_1786,1,8/18/2020,8/11/2020,9/22/2020,1133,203,289
p_1787,1,8/18/2020,8/11/2020,9/29/2020,1133,592,483
p_1788,1,8/18/2020,8/11/2020,10/6/2020,1133,279,365
p_1789,1,8/18/2020,8/18/2020,9/22/2020,1133,265,285
p_1790,1,8/18/2020,8/11/2020,9/22/2020,1051,522,497
p_1791,1,8/18/2020,8/18/2020,9/15/2020,1051,282,403
p_1792,1,8/18/2020,8/11/2020,9/15/2020,1133,258,378
p_1793,1,8/18/2020,8/4/2020,9/29/2020,1133,168,189
p_1794,1,8/18/2020,8/18/2020,9/29/2020,1133,322,151
p_1795,1,8/18/2020,8/4/2020,9/8/2020,1133,400,380
p_1796,1,8/18/2020,8/18/2020,9/29/2020,1133,210,294
p_1797,1,8/18/2020,8/11/2020,9/15/2020,1133,243,551
p_1798,1,8/18/2020,8/11/2020,9/22/2020,1133,292,190
p_1799,1,8/18/2020,8/4/2020,9/8/2020,1133,321,405
p_1800,1,8/18/2020,8/11/2020,9/29/2020,1133,179,220
p_1801,1,8/25/2020,8/25/2020,9/29/2020,1120,498,284
p_1802,1,8/25/2020,8/18/2020,9/22/2020,1120,348,496
p_1803,1,8/25/2020,8/18/2020,10/13/2020,1120,213,351
p_1804,1,8/25/2020,8/25/2020,9/15/2020,1041,146,187
p_1805,1,8/25/2020,8/11/2020,9/29/2020,1041,423,263
p_1806,1,8/25/2020,8/11/2020,9/22/2020,1120,244,577
p_1807,1,8/25/2020,8/18/2020,9/22/2020,1120,224,487
p_1808,1,8/25/2020,8/25/2020,9/15/2020,1120,350,330
p_1809,1,8/25/2020,8/11/2020,9/15/2020,1120,260,600
p_1810,1,8/25/2020,8/11/2020,10/6/2020,1041,410,471
p_1811,1,8/25/2020,8/18/2020,10/6/2020,1120,317,303
p_1812,1,8/25/2020,8/25/2020,9/15/2020,1120,243,348
p_1813,1,8/25/2020,8/11/2020,9/15/2020,1120,179,171
p_1814,1,8/25/2020,8/18/2020,9/29/2020,1041,191,482
p_1815,1,8/25/2020,8/18/2020,10/6/2020,1041,303,382
p_1816,1,8/25/2020,8/18/2020,9/22/2020,1120,347,324
p_1817,1,8/25/2020,8/18/2020,10/6/2020,1120,233,139
p_1818,1,8/25/2020,8/11/2020,10/6/2020,1041,75,322
p_1819,1,8/25/2020,8/25/2020,9/15/2020,1120,260,553
p_1820,1,8/25/2020,8/18/2020,9/15/2020,1120,161,267
p_1821,1,8/25/2020,8/18/2020,10/6/2020,1120,264,616
p_1822,1,8/25/2020,8/11/2020,10/13/2020,1120,335,183
p_1823,1,8/25/2020,8/18/2020,10/13/2020,1120,325,481
p_1824,1,8/25/2020,8/18/2020,10/6/2020,1120,295,752
p_1825,1,8/25/2020,8/25/2020,10/13/2020,1120,272,562
p_1826,1,8/25/2020,8/18/2020,10/6/2020,1120,386,571
p_1827,1,8/25/2020,8/11/2020,9/15/2020,1120,407,449
p_1828,1,8/25/2020,8/25/2020,9/15/2020,1120,219,593
p_1829,1,8/25/2020,8/11/2020,9/15/2020,1120,243,629
p_1830,1,8/25/2020,8/25/2020,9/22/2020,1120,179,483
p_1831,1,8/25/2020,8/25/2020,9/15/2020,1120,152,449
p_1832,1,8/25/2020,8/18/2020,9/15/2020,1120,288,580
p_1833,1,8/25/2020,8/18/2020,10/6/2020,1120,137,458
p_1834,1,8/25/2020,8/18/2020,10/13/2020,1120,411,441
p_1835,1,8/25/2020,8/11/2020,10/13/2020,1120,273,416
p_1836,1,8/25/2020,8/18/2020,9/15/2020,1041,321,404
p_1837,1,8/25/2020,8/18/2020,9/15/2020,1041,262,147
p_1838,0,9/2/2020,9/2/2020,9/23/2020,910,257,408
p_1839,0,9/2/2020,8/26/2020,10/14/2020,910,188,201
p_1840,0,9/2/2020,8/26/2020,10/14/2020,910,300,145
p_1841,0,9/2/2020,8/26/2020,10/14/2020,910,293,451
p_1842,0,9/2/2020,8/26/2020,10/21/2020,910,339,430
p_1843,0,9/2/2020,9/2/2020,9/30/2020,998,257,468
p_1844,0,9/2/2020,8/26/2020,10/21/2020,910,136,464
p_1845,0,9/2/2020,9/2/2020,10/14/2020,910,270,479
p_1846,0,9/2/2020,8/19/2020,10/7/2020,910,346,365
p_1847,0,9/3/2020,8/27/2020,10/1/2020,1182,332,184
p_1848,0,9/3/2020,8/27/2020,9/24/2020,1089,287,247
p_1849,0,9/3/2020,8/27/2020,10/22/2020,1182,356,460
p_1850,0,9/3/2020,9/3/2020,10/1/2020,1182,376,308
p_1851,0,9/3/2020,8/27/2020,10/8/2020,1182,206,370
p_1852,0,9/3/2020,8/27/2020,10/1/2020,1182,199,529
p_1853,0,9/3/2020,8/20/2020,10/22/2020,1182,293,289
p_1854,0,9/3/2020,9/3/2020,10/15/2020,1182,313,308
p_1855,0,9/3/2020,9/3/2020,9/24/2020,1089,205,336
p_1856,0,9/3/2020,8/20/2020,10/15/2020,1089,267,793
p_1857,0,9/3/2020,9/3/2020,10/15/2020,1089,364,240
p_1858,0,9/3/2020,8/27/2020,10/22/2020,1089,150,211
p_1859,0,9/3/2020,8/27/2020,10/15/2020,910,318,92
p_1860,0,9/3/2020,8/20/2020,10/15/2020,910,203,254
p_1861,0,9/5/2020,9/5/2020,10/24/2020,910,134,262
p_1862,0,9/5/2020,9/5/2020,10/24/2020,1089,251,448
p_1863,0,9/5/2020,9/5/2020,10/10/2020,1089,239,654
p_1864,0,9/5/2020,8/22/2020,10/17/2020,998,323,203
p_1865,0,9/5/2020,8/29/2020,10/3/2020,1182,343,150
p_1866,0,9/5/2020,8/22/2020,9/26/2020,1182,136,534
p_1867,0,9/5/2020,8/29/2020,9/26/2020,1182,176,362
p_1868,0,9/5/2020,8/22/2020,10/24/2020,1182,213,384
p_1869,0,9/5/2020,8/29/2020,10/24/2020,1182,274,147
p_1870,0,9/5/2020,9/5/2020,10/10/2020,1089,241,474
p_1871,0,9/5/2020,9/5/2020,10/17/2020,1089,238,282
p_1872,0,9/9/2020,9/9/2020,10/28/2020,1038,557,260
p_1873,0,9/9/2020,8/26/2020,10/28/2020,1038,189,163
p_1874,0,9/9/2020,8/26/2020,9/30/2020,1038,183,426
p_1875,0,9/9/2020,8/26/2020,10/21/2020,859,191,388
p_1876,0,9/9/2020,9/9/2020,10/14/2020,1038,292,381
p_1877,0,9/9/2020,9/2/2020,10/28/2020,947,144,495
p_1878,0,9/9/2020,9/9/2020,10/28/2020,1038,106,435
p_1879,0,9/9/2020,9/9/2020,10/28/2020,1038,154,135
p_1880,1,9/1/2020,8/25/2020,9/22/2020,1103,195,529
p_1881,1,9/1/2020,8/25/2020,10/20/2020,1103,242,435
p_1882,1,9/1/2020,8/25/2020,10/20/2020,1029,289,647
p_1883,1,9/1/2020,8/25/2020,9/22/2020,1029,207,227
p_1884,1,9/1/2020,9/1/2020,10/20/2020,1103,394,287
p_1885,1,9/1/2020,8/18/2020,10/13/2020,1103,384,274
p_1886,1,9/1/2020,9/1/2020,10/13/2020,1103,117,232
p_1887,1,9/1/2020,8/25/2020,9/22/2020,1103,338,355
p_1888,1,9/1/2020,8/18/2020,10/13/2020,1103,140,231
p_1889,1,9/1/2020,8/18/2020,10/6/2020,1103,411,529
p_1890,1,9/1/2020,9/1/2020,10/20/2020,1103,186,417
p_1891,1,9/1/2020,9/1/2020,10/6/2020,1103,237,311
p_1892,1,9/1/2020,9/1/2020,10/13/2020,1103,193,501
p_1893,1,9/1/2020,8/18/2020,9/22/2020,1103,180,325
p_1894,1,9/1/2020,8/18/2020,9/22/2020,788,121,289
p_1895,1,9/1/2020,8/18/2020,10/6/2020,1103,239,642
p_1896,1,9/1/2020,8/25/2020,10/13/2020,1178,174,304
p_1897,1,9/1/2020,8/25/2020,10/20/2020,1029,434,271
p_1898,1,9/1/2020,9/1/2020,10/13/2020,1103,121,558
p_1899,1,9/1/2020,8/18/2020,10/13/2020,1103,181,604
p_1900,1,9/1/2020,9/1/2020,9/22/2020,1103,355,280
p_1901,1,9/8/2020,8/25/2020,10/6/2020,1088,155,228
p_1902,1,9/8/2020,9/8/2020,10/27/2020,1162,238,185
p_1903,1,9/8/2020,9/1/2020,10/27/2020,1088,380,273
p_1904,1,9/8/2020,8/25/2020,9/29/2020,779,325,546
p_1905,1,9/8/2020,9/1/2020,10/20/2020,1088,383,468
p_1906,1,9/8/2020,8/25/2020,9/29/2020,1088,323,397
p_1907,1,9/8/2020,9/8/2020,10/20/2020,1088,284,819
p_1908,1,9/8/2020,8/25/2020,10/6/2020,1088,78,181
p_1909,1,9/8/2020,9/1/2020,10/6/2020,1088,283,173
p_1910,1,9/8/2020,8/25/2020,10/13/2020,1088,195,522
p_1911,1,9/8/2020,9/8/2020,10/20/2020,1088,416,433
p_1912,1,9/8/2020,8/25/2020,9/29/2020,1162,128,244
p_1913,1,9/8/2020,9/1/2020,9/29/2020,1162,336,398
p_1914,1,9/8/2020,9/8/2020,9/29/2020,779,287,420
p_1915,1,9/8/2020,9/1/2020,10/13/2020,1088,495,309
p_1916,1,9/8/2020,8/25/2020,10/27/2020,1162,261,283
p_1917,1,9/8/2020,9/1/2020,9/29/2020,1088,226,359
p_1918,1,9/8/2020,8/25/2020,10/6/2020,1237,379,452
p_1919,1,9/8/2020,9/8/2020,9/29/2020,1162,279,349
p_1920,1,9/8/2020,9/1/2020,9/29/2020,1162,220,211
p_1921,1,9/8/2020,9/1/2020,9/29/2020,1162,355,79
p_1922,1,9/8/2020,8/25/2020,10/27/2020,1088,121,136
p_1923,1,9/8/2020,9/1/2020,9/29/2020,1237,364,545
p_1924,1,9/15/2020,9/8/2020,11/3/2020,1071,100,534
p_1925,1,9/15/2020,9/15/2020,11/3/2020,997,273,369
p_1926,1,9/15/2020,9/1/2020,10/20/2020,1071,466,304
p_1927,1,9/15/2020,9/1/2020,10/13/2020,1071,243,134
p_1928,1,9/15/2020,9/15/2020,10/6/2020,1071,391,432
p_1929,1,9/15/2020,9/15/2020,10/6/2020,1071,200,223
p_1930,1,9/15/2020,9/1/2020,10/6/2020,1071,323,376
p_1931,1,9/15/2020,9/15/2020,11/3/2020,1146,277,261
p_1932,1,9/15/2020,9/15/2020,10/27/2020,1071,127,248
p_1933,1,9/15/2020,9/15/2020,10/13/2020,1071,251,298
p_1934,1,9/15/2020,9/1/2020,10/6/2020,997,312,435
p_1935,1,9/15/2020,9/15/2020,10/27/2020,1071,146,782
p_1936,1,9/15/2020,9/8/2020,10/27/2020,1071,390,329
p_1937,1,9/15/2020,9/8/2020,10/27/2020,997,318,460
p_1938,1,9/15/2020,9/1/2020,10/13/2020,997,182,592
p_1939,1,9/15/2020,9/15/2020,10/27/2020,1071,327,454
p_1940,1,9/15/2020,9/8/2020,10/6/2020,1071,288,332
p_1941,1,9/15/2020,9/1/2020,10/6/2020,1146,330,192
p_1942,1,9/15/2020,9/8/2020,10/20/2020,1071,156,545
p_1943,1,9/15/2020,9/15/2020,11/3/2020,1071,370,236
p_1944,1,9/15/2020,9/1/2020,10/27/2020,1146,309,235
p_1945,1,9/15/2020,9/8/2020,11/3/2020,1146,296,203
p_1946,1,9/15/2020,9/1/2020,11/3/2020,1071,286,444
p_1947,1,9/15/2020,9/8/2020,11/3/2020,1071,418,121
p_1948,1,9/15/2020,9/8/2020,11/3/2020,1071,317,412
p_1949,1,9/15/2020,9/15/2020,11/3/2020,1146,205,545
p_1950,1,9/22/2020,9/22/2020,10/13/2020,1132,77,437
p_1951,1,9/22/2020,9/15/2020,10/20/2020,1057,202,206
p_1952,1,9/22/2020,9/8/2020,11/3/2020,1132,422,112
p_1953,1,9/22/2020,9/8/2020,11/3/2020,1132,93,126
p_1954,1,9/22/2020,9/22/2020,10/13/2020,1132,270,569
p_1955,1,9/22/2020,9/15/2020,10/13/2020,1057,210,337
p_1956,1,9/22/2020,9/22/2020,11/10/2020,1057,258,106
p_1957,1,9/22/2020,9/15/2020,10/20/2020,1207,271,512
p_1958,1,9/22/2020,9/15/2020,11/3/2020,1207,154,187
p_1959,1,9/22/2020,9/22/2020,10/27/2020,1132,117,463
p_1960,1,9/22/2020,9/8/2020,10/13/2020,1132,252,208
p_1961,1,9/22/2020,9/22/2020,10/27/2020,1132,139,540
p_1962,1,9/22/2020,9/15/2020,11/3/2020,1132,229,229
p_1963,1,9/22/2020,9/22/2020,10/13/2020,1132,285,62
p_1964,1,9/22/2020,9/8/2020,11/3/2020,1132,209,129
p_1965,0,9/25/2020,9/11/2020,10/16/2020,1125,160,342
p_1966,0,9/25/2020,9/18/2020,11/6/2020,1125,311,319
p_1967,0,9/25/2020,9/25/2020,10/30/2020,1125,320,159
p_1968,0,9/25/2020,9/11/2020,10/23/2020,1125,356,178
p_1969,0,9/25/2020,9/25/2020,10/16/2020,1125,186,247
p_1970,0,9/25/2020,9/11/2020,10/30/2020,1125,356,407
p_1971,0,9/25/2020,9/18/2020,11/6/2020,1026,342,562
p_1972,0,9/25/2020,9/18/2020,10/30/2020,1125,258,370
p_1973,0,9/25/2020,9/25/2020,10/16/2020,1026,292,428
p_1974,0,9/25/2020,9/18/2020,10/30/2020,1026,148,651
p_1975,0,9/25/2020,9/11/2020,11/6/2020,1125,323,194
p_1976,0,9/25/2020,9/18/2020,11/13/2020,1125,292,396
p_1977,0,9/29/2020,9/15/2020,10/27/2020,1069,410,424
p_1978,0,9/29/2020,9/15/2020,10/27/2020,1069,329,239
p_1979,0,9/29/2020,9/22/2020,11/17/2020,1069,80,413
p_1980,0,9/29/2020,9/15/2020,10/20/2020,1069,330,219
p_1981,0,9/29/2020,9/15/2020,11/3/2020,1069,218,389
p_1982,0,9/29/2020,9/29/2020,11/3/2020,1069,209,272
p_1983,0,9/29/2020,9/29/2020,11/17/2020,1069,63,335
p_1984,0,9/29/2020,9/29/2020,11/17/2020,1069,254,687
p_1985,0,9/30/2020,9/23/2020,11/11/2020,1069,450,330
p_1986,0,9/30/2020,9/30/2020,11/11/2020,971,186,504
p_1987,0,9/30/2020,9/16/2020,10/28/2020,1069,302,392
p_1988,0,9/30/2020,9/23/2020,10/21/2020,1069,204,408
p_1989,0,9/30/2020,9/23/2020,10/21/2020,971,234,378
p_1990,0,9/30/2020,9/23/2020,11/18/2020,971,280,316
p_1991,0,9/29/2020,9/22/2020,10/27/2020,1069,141,324
p_1992,0,9/29/2020,9/15/2020,10/27/2020,1069,271,399
p_1993,0,9/29/2020,9/15/2020,11/10/2020,1069,151,439
p_1994,0,9/29/2020,9/29/2020,11/3/2020,1069,249,375
p_1995,0,9/29/2020,9/22/2020,10/20/2020,1069,202,203
p_1996,0,9/29/2020,9/29/2020,10/27/2020,1069,263,561
p_1997,0,9/29/2020,9/15/2020,11/10/2020,1069,71,404
p_1998,0,9/29/2020,9/22/2020,11/10/2020,1069,314,443
p_1999,0,9/29/2020,9/15/2020,11/10/2020,1069,245,408
p_2000,0,9/30/2020,9/30/2020,11/4/2020,971,272,191
p_2001,0,9/30/2020,9/16/2020,10/28/2020,1069,181,294
p_2002,0,9/30/2020,9/23/2020,11/18/2020,971,191,238
p_2003,0,9/30/2020,9/23/2020,11/18/2020,971,238,191
p_2004,0,9/30/2020,9/30/2020,11/11/2020,971,453,400
p_2005,0,9/30/2020,9/23/2020,11/11/2020,971,118,78
p_2006,0,9/30/2020,9/16/2020,11/4/2020,971,109,191
p_2007,0,10/10/2020,9/26/2020,11/21/2020,1012,336,312
p_2008,0,10/10/2020,9/26/2020,11/7/2020,1012,208,333
p_2009,0,10/10/2020,9/26/2020,11/21/2020,1012,64,228
p_2010,0,10/10/2020,10/10/2020,11/21/2020,1012,312,314
p_2011,0,10/10/2020,9/26/2020,11/7/2020,1012,225,425
p_2012,0,10/10/2020,10/10/2020,10/31/2020,1012,149,352
p_2013,0,10/10/2020,9/26/2020,11/28/2020,1012,233,140
p_2014,0,10/10/2020,10/10/2020,11/21/2020,1012,457,413
p_2015,0,10/10/2020,9/26/2020,11/7/2020,1012,343,102
p_2016,0,10/10/2020,9/26/2020,11/28/2020,1012,151,346
p_2017,0,10/10/2020,10/10/2020,11/14/2020,1012,142,388
p_2018,0,10/10/2020,10/3/2020,10/31/2020,1012,221,341
p_2019,0,10/10/2020,10/3/2020,11/21/2020,1012,161,579
p_2020,0,10/10/2020,10/3/2020,10/31/2020,1012,230,343
p_2021,0,10/10/2020,10/10/2020,11/21/2020,1012,223,385
p_2022,0,10/10/2020,10/3/2020,11/21/2020,1012,169,304
p_2023,0,10/10/2020,10/3/2020,11/21/2020,1012,311,410
p_2024,0,10/10/2020,10/10/2020,10/31/2020,1012,360,391
p_2025,0,10/10/2020,10/3/2020,11/14/2020,1012,302,587
p_2026,0,10/10/2020,10/3/2020,11/7/2020,1012,112,534
p_2027,0,10/10/2020,10/3/2020,11/7/2020,1113,234,557
p_2028,0,10/10/2020,10/10/2020,11/14/2020,1012,220,433
p_2029,0,10/10/2020,10/10/2020,11/14/2020,1113,222,81
p_2030,0,10/10/2020,10/3/2020,11/21/2020,1012,194,216
p_2031,0,10/10/2020,10/3/2020,11/21/2020,1012,434,244
p_2032,0,10/10/2020,10/10/2020,11/7/2020,1012,235,536
