Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Count
Canada,Detailed Language characteristics,Hebrew,,,,,,67390
Canada,Detailed Language characteristics,Maltese,,,,,,8635
Canada,Detailed Language characteristics,Somali,,,,,,32045
Canada,Detailed Language characteristics,Tigrigna,,,,,,8430
Canada,Detailed Language characteristics,Bengali,,,,,,52435
Canada,Detailed Language characteristics,Gujarati,,,,,,105395
Canada,Detailed Language characteristics,Hindi,,,,,,299605
Canada,Detailed Language characteristics,Kurdish,,,,,,9185
Canada,Detailed Language characteristics,Panjabi (Punjabi),,,,,,456085
Canada,Detailed Language characteristics,Pashto,,,,,,11675
Canada,Detailed Language characteristics,Persian (Farsi),,,,,,154385
Canada,Detailed Language characteristics,Sindhi,,,,,,14010
Canada,Detailed Language characteristics,Sinhala (Sinhalese),,,,,,19830
Canada,Detailed Language characteristics,Urdu,,,,,,208125
Canada,Detailed Language characteristics,Malayalam,,,,,,14100
Canada,Detailed Language characteristics,Tamil,,,,,,138675
Canada,Detailed Language characteristics,Telugu,,,,,,8345
Canada,Detailed Language characteristics,Japanese,,,,,,71700
Canada,Detailed Language characteristics,Korean,,,,,,133800
Canada,Detailed Language characteristics,Cantonese,,,,,,434715
Canada,Detailed Language characteristics,"Chinese, n.o.s.",,,,,,472085
Canada,Detailed Language characteristics,Mandarin,,,,,,281840
Canada,Detailed Language characteristics,Taiwanese,,,,,,14060
Canada,Detailed Language characteristics,Lao,,,,,,18390
Canada,Detailed Language characteristics,Khmer (Cambodian),,,,,,23350
Canada,Detailed Language characteristics,Vietnamese,,,,,,184050
Canada,Detailed Language characteristics,Bisayan languages,,,,,,11285
Canada,Detailed Language characteristics,Ilocano,,,,,,14125
Canada,Detailed Language characteristics,Malay,,,,,,19405
Canada,Detailed Language characteristics,"Tagalog (Pilipino, Filipino)",,,,,,324120
Canada,Detailed Language characteristics,Akan (Twi),,,,,,17595
Canada,Detailed Language characteristics,Swahili,,,,,,27795
Canada,Detailed Language characteristics,Creoles,,,,,,97820
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,,,,,,64885
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,,,,,62740
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,English,,,,33995
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,French,,,,365
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,,,,28380
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Algonquin,,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Atikamekw,,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Blackfoot,,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Carrier,,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Chilcotin,,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Chipewyan,,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Cree,,,10
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Siouan languages (Dakota/Sioux),,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Dene,,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Dogrib,,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Gitksan,,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Inuinnaqtun,,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,"Inuktitut, n.i.e.",,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Kutchin-Gwich'in (Loucheux),,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Malecite,,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Mi'kmaq,,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Mohawk,,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Montagnais-Naskapi,,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Nisga'a,,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,North Slave (Hare),,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Ojibway,,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Oji-Cree,,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Shuswap,,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,South Slave,,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Tlingit,,,0
M1B,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Italian,,,190
