ID,Gender,Race,Age,Age_Group,Income,Credit_Score,Loan_Amount,Employment_Type,Education_Level,Citizenship_Status,Language_Proficiency,Disability_Status,Criminal_Record,Zip_Code_Group
255,Male,Hispanic,26,25-60,146330,662,288760,Full-time,Graduate,Citizen,Fluent,No,Yes,High-income Suburban
256,Male,White,24,Under 25,136571,566,69130,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
257,Female,White,81,Over 60,162757,606,176340,Full-time,High School,Citizen,Fluent,No,No,Rural
258,Female,White,35,25-60,89835,666,180803,Self-employed,Some College,Citizen,Fluent,Yes,No,Urban Professional
259,Female,Black,36,25-60,65217,820,301057,Part-time,High School,Citizen,Fluent,No,No,Rural
260,Female,Black,40,25-60,106353,500,216092,Gig,Some College,Citizen,Limited,No,No,Urban Professional
261,Male,White,67,Over 60,47841,500,246963,Part-time,High School,Citizen,Fluent,No,No,Rural
262,Female,Native American,54,25-60,62542,847,400106,Self-employed,Graduate,Citizen,Fluent,No,No,High-income Suburban
263,Male,Asian,32,25-60,73052,640,198660,Part-time,High School,Citizen,Fluent,Yes,No,Working Class Urban
264,Female,White,69,Over 60,168168,670,377280,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
265,Female,Hispanic,33,25-60,59406,576,166288,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
266,Male,Asian,74,Over 60,84945,793,98567,Full-time,High School,Visa Holder,Fluent,No,No,Historically Redlined
267,Female,White,68,Over 60,99611,818,362558,Part-time,Graduate,Citizen,Fluent,Yes,No,Urban Professional
268,Male,White,57,25-60,41499,610,272589,Gig,Bachelor's,Citizen,Fluent,No,Yes,Urban Professional
269,Male,Hispanic,30,25-60,63328,699,388357,Gig,Bachelor's,Citizen,Fluent,No,No,Rural
270,Male,White,43,25-60,25912,597,422803,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
271,Male,White,39,25-60,150240,718,422069,Full-time,Bachelor's,Visa Holder,Fluent,No,No,Working Class Urban
272,Female,Asian,18,Under 25,137815,739,154661,Part-time,Some College,Citizen,Fluent,No,No,Rural
273,Female,White,46,25-60,113472,523,162475,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
274,Male,White,70,Over 60,164123,793,72836,Full-time,Bachelor's,Citizen,Fluent,Yes,Yes,Urban Professional
275,Male,Hispanic,66,Over 60,69652,666,319449,Full-time,Some College,Permanent Resident,Fluent,No,No,Rural
276,Male,Black,49,25-60,172660,577,388364,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
277,Male,Hispanic,62,Over 60,84659,814,447625,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
278,Male,Asian,38,25-60,57487,628,331295,Part-time,High School,Citizen,Fluent,No,No,Working Class Urban
279,Male,Hispanic,63,Over 60,119331,676,298124,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
280,Female,Multiracial,56,25-60,143833,555,392698,Gig,Some College,Permanent Resident,Fluent,No,No,High-income Suburban
281,Male,White,41,25-60,167108,721,158761,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
282,Male,White,68,Over 60,49768,562,182468,Gig,Some College,Citizen,Fluent,No,No,High-income Suburban
283,Female,White,19,Under 25,157035,583,163712,Full-time,High School,Citizen,Limited,No,No,Rural
284,Male,White,54,25-60,34374,552,367932,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
285,Male,White,27,25-60,36557,620,83913,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional
286,Male,White,33,25-60,125354,821,150100,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined
287,Female,Hispanic,70,Over 60,132220,728,134085,Self-employed,Graduate,Citizen,Fluent,No,No,Rural
288,Female,Hispanic,30,25-60,155152,530,244453,Part-time,Some College,Citizen,Limited,Yes,No,Working Class Urban
289,Female,Asian,23,Under 25,26383,849,237074,Full-time,High School,Citizen,Limited,No,No,Historically Redlined
290,Male,White,62,Over 60,170755,649,120850,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
291,Male,Hispanic,20,Under 25,80248,594,368058,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
292,Female,White,69,Over 60,147783,691,147100,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
293,Female,Hispanic,36,25-60,44105,731,62010,Part-time,Some College,Citizen,Fluent,No,No,Working Class Urban
294,Male,White,22,Under 25,110281,563,91604,Full-time,Bachelor's,Visa Holder,Fluent,No,No,Urban Professional
295,Female,White,69,Over 60,135956,755,133512,Gig,High School,Citizen,Fluent,No,No,Working Class Urban
296,Male,Hispanic,57,25-60,115173,724,443716,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined
297,Female,White,32,25-60,106459,646,106415,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Working Class Urban
298,Female,White,55,25-60,163591,657,327161,Full-time,High School,Citizen,Fluent,Yes,No,Urban Professional
299,Male,White,56,25-60,163141,644,269641,Part-time,Graduate,Permanent Resident,Fluent,Yes,No,Urban Professional
300,Male,White,57,25-60,66265,654,331192,Full-time,Some College,Visa Holder,Fluent,No,No,Working Class Urban
301,Female,Hispanic,39,25-60,107388,751,121253,Full-time,Graduate,Citizen,Fluent,No,No,Rural
302,Female,White,54,25-60,146676,537,108893,Full-time,Some College,Permanent Resident,Fluent,No,No,Working Class Urban
303,Female,Asian,74,Over 60,133353,707,401798,Full-time,High School,Permanent Resident,Fluent,No,No,Historically Redlined
304,Male,Black,80,Over 60,130733,595,224639,Full-time,Some College,Visa Holder,Fluent,No,No,Rural
305,Female,Multiracial,62,Over 60,44572,634,210491,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
306,Male,Asian,36,25-60,166260,791,196585,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
307,Male,Black,56,25-60,163480,604,406357,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
308,Female,Asian,41,25-60,43690,786,262295,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional
309,Female,White,31,25-60,170056,697,365472,Part-time,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban
310,Male,Black,30,25-60,122214,727,68656,Part-time,Graduate,Citizen,Fluent,Yes,No,Urban Professional
311,Female,White,34,25-60,103586,711,428014,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
312,Female,White,74,Over 60,103437,536,266178,Part-time,Bachelor's,Citizen,Fluent,Yes,No,Historically Redlined
313,Female,White,64,Over 60,140068,748,429270,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
314,Male,White,63,Over 60,124675,709,123826,Full-time,High School,Citizen,Fluent,Yes,No,High-income Suburban
315,Female,Hispanic,37,25-60,71040,604,129437,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
316,Female,Hispanic,41,25-60,152895,815,362668,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
317,Female,White,58,25-60,119222,558,66172,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
318,Male,Black,36,25-60,133054,724,250446,Full-time,Graduate,Citizen,Fluent,No,Yes,Urban Professional
319,Male,White,68,Over 60,141555,566,224816,Gig,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
320,Female,Hispanic,38,25-60,126557,823,75897,Full-time,Some College,Citizen,Fluent,No,No,Rural
321,Female,White,62,Over 60,80844,501,192465,Full-time,High School,Citizen,Limited,Yes,No,Historically Redlined
322,Male,White,70,Over 60,110741,733,310429,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
323,Male,Hispanic,36,25-60,117020,524,359812,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
324,Male,White,69,Over 60,141082,680,308087,Self-employed,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
325,Male,White,62,Over 60,140919,785,217617,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
326,Female,Black,18,Under 25,100928,830,59198,Full-time,High School,Citizen,Limited,No,No,Urban Professional
327,Female,White,38,25-60,39017,627,192663,Gig,Graduate,Citizen,Fluent,No,No,Working Class Urban
328,Female,White,27,25-60,160512,653,354344,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
329,Male,White,57,25-60,44801,692,104052,Part-time,High School,Citizen,Fluent,No,No,Working Class Urban
330,Female,Hispanic,77,Over 60,123398,546,340084,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
331,Female,White,52,25-60,130304,809,404764,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
332,Male,White,66,Over 60,166046,849,257214,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
333,Male,White,76,Over 60,115918,596,389491,Part-time,High School,Citizen,Fluent,No,No,Working Class Urban
334,Male,White,49,25-60,106317,615,278731,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
335,Female,White,79,Over 60,169633,831,192378,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined
336,Male,Hispanic,44,25-60,87274,760,262068,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined
337,Male,Black,74,Over 60,28733,671,352475,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
338,Non-binary,Black,69,Over 60,87539,626,444800,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
339,Female,Asian,72,Over 60,74607,511,246853,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban
340,Female,Asian,36,25-60,122083,759,307748,Self-employed,Bachelor's,Citizen,Fluent,Yes,No,Historically Redlined
341,Male,White,34,25-60,75175,707,50198,Full-time,Some College,Visa Holder,Fluent,No,No,High-income Suburban
342,Male,Asian,61,Over 60,149209,741,208733,Full-time,High School,Citizen,Fluent,No,No,Rural
343,Female,White,39,25-60,28218,818,332810,Full-time,High School,Citizen,Fluent,Yes,No,Working Class Urban
344,Male,White,38,25-60,102971,583,140265,Self-employed,Bachelor's,Citizen,Fluent,No,Yes,Urban Professional
345,Male,White,70,Over 60,126251,520,193923,Full-time,Some College,Citizen,Fluent,No,Yes,Urban Professional
346,Female,White,33,25-60,51938,520,254134,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
347,Male,Asian,23,Under 25,142776,836,328164,Full-time,High School,Citizen,Limited,No,No,High-income Suburban
348,Male,Asian,31,25-60,174712,567,225006,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban
349,Female,Hispanic,81,Over 60,94180,507,336265,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
350,Male,White,26,25-60,138843,679,384877,Full-time,Graduate,Citizen,Limited,No,No,Historically Redlined
351,Male,White,34,25-60,171401,657,174116,Full-time,Some College,Visa Holder,Fluent,Yes,Yes,High-income Suburban
352,Female,White,65,Over 60,33515,582,167043,Gig,Graduate,Citizen,Fluent,No,No,High-income Suburban
353,Male,Black,29,25-60,124866,728,419588,Full-time,Some College,Citizen,Limited,No,No,Urban Professional
354,Female,Native American,75,Over 60,77917,613,403381,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
355,Female,Hispanic,31,25-60,47435,824,358737,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Rural
356,Male,Hispanic,43,25-60,80387,507,330255,Self-employed,Graduate,Citizen,Fluent,No,No,Working Class Urban
357,Male,White,51,25-60,79241,760,270567,Unemployed,Bachelor's,Citizen,Fluent,No,No,Urban Professional
358,Male,White,73,Over 60,126093,584,378938,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
359,Male,Hispanic,37,25-60,25704,642,353569,Full-time,High School,Permanent Resident,Fluent,No,No,High-income Suburban
360,Male,White,19,Under 25,125701,635,289186,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
361,Male,Hispanic,33,25-60,46131,824,389919,Full-time,Graduate,Citizen,Limited,No,No,Urban Professional
362,Male,Asian,52,25-60,80496,548,259801,Part-time,High School,Citizen,Fluent,No,No,Historically Redlined
363,Female,Hispanic,75,Over 60,56142,679,327718,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
364,Male,Black,29,25-60,30854,790,389541,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
365,Female,White,44,25-60,48353,612,397066,Part-time,Some College,Citizen,Fluent,No,No,Rural
366,Female,Hispanic,71,Over 60,104012,656,446113,Gig,High School,Citizen,Fluent,No,No,Working Class Urban
367,Male,White,38,25-60,90061,828,105673,Full-time,Some College,Citizen,Fluent,Yes,No,Historically Redlined
368,Female,Hispanic,82,Over 60,131924,767,280607,Gig,Some College,Citizen,Limited,Yes,Yes,Working Class Urban
369,Male,White,29,25-60,79646,609,405682,Unemployed,Some College,Citizen,Fluent,No,No,Working Class Urban
370,Female,Black,67,Over 60,64000,644,133161,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
371,Male,White,24,Under 25,82884,566,285497,Part-time,High School,Citizen,Fluent,No,No,Rural
372,Female,White,56,25-60,169128,568,67153,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
373,Female,White,54,25-60,39086,650,358362,Unemployed,Some College,Permanent Resident,Fluent,Yes,No,Working Class Urban
374,Female,Hispanic,53,25-60,86996,622,237373,Self-employed,Some College,Citizen,Limited,Yes,No,Urban Professional
375,Female,White,27,25-60,158035,679,403850,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
376,Male,White,44,25-60,119274,645,401830,Full-time,Some College,Visa Holder,Fluent,No,No,High-income Suburban
377,Male,Black,32,25-60,93361,528,355323,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional
378,Female,White,51,25-60,97700,566,242027,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban
379,Non-binary,White,54,25-60,67434,636,388689,Self-employed,Some College,Citizen,Limited,No,No,High-income Suburban
380,Female,Hispanic,21,Under 25,81003,820,136615,Gig,Some College,Citizen,Fluent,No,No,Working Class Urban
381,Male,White,67,Over 60,75875,838,252814,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
382,Female,White,68,Over 60,108245,763,325379,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
383,Male,Hispanic,30,25-60,46871,699,94029,Full-time,Some College,Citizen,Fluent,No,No,Rural
384,Female,White,62,Over 60,111318,790,378593,Part-time,Bachelor's,Citizen,Limited,No,No,Rural
385,Female,Black,70,Over 60,148600,673,266469,Gig,Bachelor's,Citizen,Fluent,No,No,Historically Redlined
386,Male,White,81,Over 60,136496,776,384361,Full-time,Bachelor's,Permanent Resident,Limited,No,No,High-income Suburban
387,Female,Black,25,25-60,91333,797,317941,Self-employed,Bachelor's,Citizen,Limited,No,No,Working Class Urban
388,Male,White,47,25-60,153629,510,137671,Full-time,Graduate,Citizen,Fluent,Yes,No,Urban Professional
389,Female,White,79,Over 60,103959,739,422909,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban
390,Male,White,74,Over 60,86133,825,321048,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
391,Male,White,38,25-60,47402,593,82955,Full-time,Bachelor's,Visa Holder,Fluent,No,No,Historically Redlined
392,Female,White,29,25-60,87022,835,291550,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban
393,Male,White,40,25-60,83097,693,222956,Full-time,Bachelor's,Citizen,Fluent,Yes,No,High-income Suburban
394,Female,White,82,Over 60,173879,606,70007,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
395,Female,White,69,Over 60,166360,523,329512,Full-time,High School,Permanent Resident,Fluent,No,No,Historically Redlined
396,Female,Hispanic,22,Under 25,135729,765,413302,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban
397,Female,Hispanic,30,25-60,71612,682,163147,Full-time,High School,Visa Holder,Fluent,No,No,High-income Suburban
398,Male,Hispanic,27,25-60,154580,540,266638,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
399,Male,Hispanic,51,25-60,151156,840,239068,Gig,Some College,Citizen,Fluent,No,No,Working Class Urban
400,Male,White,37,25-60,56971,703,75828,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional
401,Female,Hispanic,71,Over 60,74447,557,407446,Full-time,High School,Citizen,Fluent,Yes,No,Working Class Urban
402,Female,Hispanic,21,Under 25,99730,622,312157,Part-time,High School,Citizen,Fluent,No,No,Working Class Urban
403,Male,Multiracial,26,25-60,117280,847,374471,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional
404,Male,Hispanic,55,25-60,28640,634,413444,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
405,Female,White,32,25-60,89758,512,353492,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
406,Female,White,48,25-60,53812,670,288094,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
407,Female,Asian,75,Over 60,28455,672,139155,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
408,Male,Hispanic,70,Over 60,131846,661,282599,Full-time,Graduate,Citizen,Limited,No,No,Urban Professional
409,Female,White,54,25-60,137672,588,303846,Full-time,Some College,Permanent Resident,Fluent,No,No,Working Class Urban
410,Male,White,77,Over 60,39896,546,299416,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
411,Female,White,44,25-60,82684,673,159540,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
412,Female,White,51,25-60,35922,579,211311,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
413,Female,White,38,25-60,35162,700,383361,Gig,Bachelor's,Citizen,Limited,No,No,High-income Suburban
414,Male,White,52,25-60,32953,524,110488,Self-employed,Some College,Citizen,Fluent,No,No,Urban Professional
415,Female,White,62,Over 60,90470,790,100269,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
416,Male,Asian,57,25-60,67436,577,297785,Self-employed,High School,Citizen,Fluent,No,No,High-income Suburban
417,Male,White,79,Over 60,163867,540,339704,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
418,Female,White,25,25-60,103127,596,371397,Part-time,Graduate,Citizen,Fluent,No,No,Urban Professional
419,Female,Hispanic,34,25-60,67359,737,421165,Unemployed,High School,Visa Holder,Fluent,No,No,Rural
